customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,county,is_rural,location_type,mpesa_usage_score,mpesa_engagement,mpesa_monthly_transactions,bonga_points,days_since_bonga_redemption,bonga_active,has_safaricom_home,competitor_exposure,high_competitor_risk,network_quality_score,network_satisfaction,uses_data_rollover,data_bundle_tier,avg_monthly_data_gb,digital_loyalty_score,rural_network_risk,price_sensitive_risk,customer_engagement_score
1591-NFNLQ,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),80.0,4242.35,1,Thika,0,urban,62.5,high,4,2305.0,22,1,1,5,1,5,neutral,1,premium,80.64888160236907,43.64666666666667,0,1,78.75
8648-PFRMP,Female,1,No,No,14,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.35,672.7,0,Thika,0,urban,70.7,high,13,972.7,363,0,0,5,1,6,neutral,1,standard,21.947499579570803,45.01386666666667,0,0,36.21
7663-CUXZB,Male,0,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,113.75,6561.25,0,Nakuru,0,urban,95.8,high,6,3608.5,274,0,1,5,1,6,neutral,1,unlimited,100.0,67.10266666666666,0,1,68.74
0258-NOKBL,Male,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.4,268.45,0,Machakos,1,rural,52.2,medium,4,304.8,196,0,1,3,0,5,neutral,1,premium,3.005836761077743,32.1328,1,0,55.66
1163-VIPRI,Female,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,109.3,7337.55,0,Kisumu,0,urban,41.6,medium,4,3792.6,298,0,0,3,0,7,neutral,1,unlimited,0.5,35.0736,0,0,27.48
2815-CPTUL,Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.25,331.9,1,Mombasa,0,urban,62.5,high,9,114.5,287,0,1,3,0,7,satisfied,0,premium,9.454276261286598,37.80533333333333,0,0,43.75
9348-ROUAI,Female,0,Yes,Yes,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),90.3,5194.05,0,Nairobi,0,urban,36.5,medium,4,2970.6,181,0,0,5,1,9,satisfied,1,premium,3.1303792580688863,29.821599999999997,0,1,25.95
9443-JUBUO,Male,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.25,4478.85,0,Malindi,1,rural,100.0,high,15,4087.5,261,0,0,2,0,5,dissatisfied,0,premium,20.06270817370443,70.9,1,0,30.0
0596-BQCEQ,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.15,6283.3,1,Thika,0,urban,73.9,high,3,3686.3,227,0,0,5,1,5,neutral,1,unlimited,16.74812242993311,54.17013333333334,0,1,37.17
1481-ZUWZA,Male,0,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.5,2659.4,1,Mombasa,0,urban,92.0,high,16,1934.0,250,0,1,5,1,5,neutral,1,premium,46.132411591390124,60.35733333333333,0,1,67.6
3043-TYBNO,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,60.65,196.9,0,Nairobi,0,urban,100.0,high,11,197.3,246,0,1,5,1,10,satisfied,1,premium,20.396708163072837,60.526133333333334,0,0,70.0
4830-FAXFM,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.1,439.2,0,Kakamega,1,rural,68.5,high,5,981.2,75,1,0,5,1,4,dissatisfied,1,basic,2.0042664499296086,43.71653333333334,1,0,55.55
5906-BFOZT,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,0,Nairobi,0,urban,56.5,medium,2,0.0,306,0,0,3,0,7,neutral,1,basic,12.782370877752538,33.9,0,0,31.95
2960-NKRSO,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,85.95,2107.15,0,Thika,0,urban,100.0,high,12,1218.9,201,0,0,5,1,5,dissatisfied,1,premium,38.200020660275705,63.2504,0,1,45.0
8996-ZROXE,Male,1,No,No,57,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,53.5,3035.8,0,Machakos,1,rural,87.0,high,7,2797.0,118,0,0,5,1,3,dissatisfied,0,standard,43.291879840438156,59.65866666666666,1,0,26.099999999999998
5598-IKHQQ,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.45,1866.45,0,Kisumu,0,urban,57.0,medium,2,4029.9,251,0,0,5,1,5,dissatisfied,0,basic,12.040585188662778,44.9464,0,0,17.099999999999998
0397-ZXWQF,Male,0,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.5,1430.95,0,Nairobi,0,urban,100.0,high,14,3589.0,121,0,0,3,0,10,satisfied,0,basic,9.193471903679175,69.57066666666667,0,0,30.0
5266-PFRQK,Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.85,1071.6,0,Thika,0,urban,65.0,high,8,2514.7,173,0,0,3,0,10,satisfied,1,basic,99.46578652828379,45.705866666666665,0,0,34.5
4674-HGNUA,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.9,6457.15,0,Kakamega,1,rural,79.5,high,10,3641.8,358,0,0,4,1,4,dissatisfied,1,premium,8.102264566741509,57.41146666666666,1,1,38.849999999999994
6765-MBQNU,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.0,684.05,0,Nakuru,0,urban,67.0,high,8,1657.0,58,1,0,4,1,8,satisfied,1,basic,35.576873697428674,44.61866666666666,0,0,55.099999999999994
9786-IJYDL,Female,0,No,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,113.2,3914.05,0,Machakos,1,rural,67.5,high,4,1893.4,54,1,1,4,1,6,neutral,0,unlimited,57.59308950144192,45.54906666666667,0,1,65.25
1303-SRDOK,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),69.05,3842.6,0,Nairobi,0,urban,100.0,high,9,3220.1,151,0,0,2,0,4,dissatisfied,0,premium,56.28966858606331,68.58693333333333,0,0,30.0
3769-MHZNV,Female,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,670.35,0,Nakuru,0,urban,20.5,low,1,2105.2,330,0,1,5,1,6,neutral,0,basic,42.54940600247478,17.913866666666664,0,0,31.15
6295-OSINB,Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,109.65,7880.25,0,Thika,0,urban,100.0,high,15,3600.3,151,0,1,5,1,5,neutral,1,unlimited,27.660892268364638,69.6008,0,1,70.0
3308-MHOOC,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.2,19.2,0,Kakamega,1,rural,12.5,low,3,0.0,333,0,0,5,1,5,dissatisfied,0,basic,10.672664169133425,7.5,1,0,3.75
2309-OSFEU,Male,0,No,No,10,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,33.9,298.45,1,Nairobi,0,urban,32.0,medium,7,605.8,147,0,0,5,1,6,neutral,0,standard,30.755524902103478,20.815466666666666,0,0,9.6
2207-QPJED,Female,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,90.0,3371.75,0,Kakamega,1,rural,100.0,high,8,2192.0,342,0,0,5,1,4,dissatisfied,0,premium,8.95054151749278,65.84533333333333,1,1,30.0
4177-JPDFU,Male,0,No,No,12,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,34.0,442.45,0,Nakuru,0,urban,100.0,high,13,366.0,191,0,0,5,1,7,neutral,1,standard,42.4052241622641,60.976,0,0,45.0
2239-CFOUJ,Male,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.4,20.4,0,Mombasa,0,urban,79.5,high,4,379.8,216,0,1,5,1,5,dissatisfied,0,basic,2.622738580419132,48.712799999999994,0,0,48.849999999999994
8046-DNVTL,Male,0,Yes,No,62,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),38.6,2345.55,0,Nairobi,0,urban,92.0,high,16,3107.2,227,0,0,3,0,8,satisfied,0,standard,11.841692813699984,63.485866666666666,0,0,27.599999999999998
2209-XADXF,Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),25.25,25.25,0,Kakamega,1,rural,100.0,high,9,84.5,349,0,0,2,0,6,neutral,0,basic,5.299372240146467,60.22533333333333,0,0,30.0
6620-JDYNW,Female,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,60.6,1156.35,0,Nairobi,0,urban,95.0,high,8,747.2,193,0,0,5,1,5,neutral,1,premium,1.5094337813280383,58.992533333333334,0,0,43.5
1891-FZYSA,Male,1,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.95,6143.15,1,Mombasa,0,urban,64.4,high,9,3324.9,348,0,1,5,1,9,satisfied,1,premium,4.628521860564893,47.5064,0,1,59.32
4770-UEZOX,Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.75,144.8,0,Mombasa,0,urban,100.0,high,9,481.5,236,0,0,4,1,6,neutral,0,premium,1.2939581666125282,61.284,0,1,30.0
1038-RQOST,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,414.95,0,Kakamega,1,rural,15.5,low,2,1359.2,7,1,0,4,1,3,dissatisfied,0,basic,6.359546847576171,12.924533333333333,1,0,24.65
7613-LLQFO,Male,0,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45,1059.55,1,Uasin Gishu,0,urban,54.1,medium,2,495.9,191,0,1,3,0,4,dissatisfied,1,premium,15.071893805611092,33.7824,0,0,56.230000000000004
4568-TTZRT,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,181.8,0,Malindi,1,rural,40.5,medium,3,56.80000000000001,353,0,0,4,1,4,dissatisfied,0,basic,42.90150190579348,24.45146666666667,1,0,12.15
9513-DXHDA,Male,0,No,No,27,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,81.7,2212.55,0,Mombasa,0,urban,100.0,high,13,1974.4,36,1,0,4,1,5,dissatisfied,1,premium,7.094373082608208,65.26506666666667,0,1,65.0
2640-PMGFL,Male,0,No,Yes,27,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.5,2180.55,1,Uasin Gishu,0,urban,100.0,high,9,1333.0,345,0,1,5,1,7,neutral,1,premium,1.265538498401805,63.55466666666667,0,1,70.0
3801-HMYNL,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.15,89.15,1,Nakuru,0,urban,41.5,medium,3,65.30000000000001,334,0,1,4,1,9,satisfied,1,premium,8.98322118257155,25.074133333333332,0,1,52.45
0516-QREYC,Female,1,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.3,459.95,0,Kakamega,1,rural,97.0,high,6,1349.6,199,0,0,2,0,7,neutral,0,basic,41.71112431857953,61.79893333333333,0,0,29.099999999999998
9685-WKZGT,Male,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,1036.75,1,Nyeri,0,urban,12.2,low,1,875.9,269,0,1,4,1,8,satisfied,1,premium,1.3152683223142847,9.655733333333332,0,1,43.66
6022-UGGSO,Female,1,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,2276.95,1,Nairobi,0,urban,97.9,high,7,2141.8,88,1,1,4,1,7,satisfied,1,premium,4.487025154274209,64.45146666666668,0,1,89.37
8084-OIVBS,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,211.95,0,Uasin Gishu,0,urban,54.5,medium,8,203.0,257,0,0,5,1,8,satisfied,1,basic,9.583301605816827,33.24133333333333,0,0,31.349999999999998
8896-BQTTI,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.0,25.0,0,Nairobi,0,urban,86.5,high,1,0.0,186,0,0,5,1,6,neutral,0,basic,1.591909059379468,51.9,0,0,25.95
3865-QBWSJ,Male,1,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.45,3162.65,0,Nakuru,0,urban,33.0,medium,0,1987.9,159,0,0,4,1,6,neutral,1,premium,4.877021125657608,25.101066666666668,0,1,24.9
3352-RICWQ,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.75,210.65,0,Mombasa,0,urban,98.5,high,14,491.5,217,0,0,4,1,7,neutral,1,basic,62.83541913047106,60.410666666666664,0,0,44.55
2160-GPFXD,Male,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),65.65,3566.7,0,Mombasa,0,urban,99.0,high,9,2637.3,121,0,0,3,0,10,satisfied,1,premium,27.65535144674825,66.4328,0,0,44.7
2065-MMKGR,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),71.0,2080.1,0,Mombasa,0,urban,66.5,high,5,1284.0,273,0,1,2,0,7,satisfied,1,premium,3.004456039694223,43.324,0,0,59.95
5857-TYBCJ,Male,1,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,4040.2,0,Uasin Gishu,0,urban,53.2,medium,5,2091.4,236,0,0,5,1,4,dissatisfied,1,premium,31.094466698544878,37.49706666666667,0,1,30.96
1498-NHTLT,Male,0,Yes,Yes,59,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,86.75,5186.0,0,Mombasa,0,urban,100.0,high,7,3543.5,266,0,0,5,1,8,satisfied,1,premium,16.601267347846026,69.44933333333333,0,1,45.0
4484-CGXFK,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.3,196.15,1,Thika,0,urban,100.0,high,8,716.6,329,0,0,5,1,9,satisfied,1,standard,100.0,61.91093333333333,0,0,45.0
1402-PTHGN,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,61.5,1087.45,0,Kisumu,0,urban,17.0,low,3,667.0,131,0,0,5,1,6,neutral,1,premium,13.569894459304523,11.978666666666665,0,0,20.1
4176-RELJR,Male,1,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1672.15,0,Nairobi,0,urban,70.5,high,8,3508.2,181,0,1,5,1,8,satisfied,0,basic,4.139716485577775,51.655199999999994,0,0,46.15
6214-EDAKZ,Female,0,Yes,Yes,22,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,55.15,1206.05,1,Malindi,1,rural,38.3,medium,4,1273.3,192,0,0,4,1,7,neutral,1,standard,2.6599062201271044,26.375466666666664,0,0,26.49
5199-FPUSP,Male,0,No,Yes,33,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),34.05,1113.95,0,Mombasa,0,urban,100.0,high,7,1275.1,109,0,0,5,1,10,satisfied,0,standard,18.024324854838603,63.40026666666667,0,0,30.0
6377-KSLXC,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,107.05,0,Kisumu,0,urban,50.5,medium,2,509.9,213,0,0,5,1,6,neutral,1,basic,10.877847964897015,31.65973333333333,0,0,30.15
1796-JANOW,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,38.15,0,Thika,0,urban,68.0,high,8,335.9,355,0,1,5,1,5,dissatisfied,1,basic,20.588036101413675,41.69573333333333,0,0,60.4
0238-WHBIQ,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,0,Mombasa,0,urban,100.0,high,15,3956.4,140,0,0,5,1,9,satisfied,1,premium,4.97974792881328,70.5504,0,1,45.0
8735-NBLWT,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,184.1,0,Nairobi,0,urban,18.5,low,1,570.8,72,1,0,4,1,6,neutral,0,basic,27.038216694819692,12.622133333333332,0,0,25.55
6651-RLGGM,Male,0,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.3,1688.9,0,Mombasa,0,urban,97.5,high,14,3024.6,2,1,0,5,1,5,dissatisfied,1,basic,50.07268617221922,66.5656,0,0,64.25
6127-ISGTU,Female,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.95,1378.25,1,Machakos,1,rural,76.9,high,7,1017.9,1,1,1,5,1,5,neutral,1,premium,15.574090037635711,48.8544,1,1,83.07
1614-JBEBI,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.7,137.6,0,Uasin Gishu,0,urban,33.0,medium,5,175.39999999999998,221,0,0,3,0,9,satisfied,0,basic,40.26955770293145,20.267733333333332,0,0,9.9
8740-XLHDR,Male,0,No,No,5,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,43.25,219.0,1,Uasin Gishu,0,urban,94.5,high,12,326.5,302,0,0,3,0,5,dissatisfied,0,standard,17.435968299838958,57.57066666666666,0,0,28.349999999999998
1208-DNHLN,Male,0,Yes,Yes,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),48.35,1067.15,1,Uasin Gishu,0,urban,30.5,medium,1,820.7,311,0,0,2,0,9,satisfied,0,standard,15.836837107642138,20.488533333333333,0,0,9.15
1761-AEZZR,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,79.55,1,Nairobi,0,urban,42.1,medium,4,680.1,57,1,1,3,0,7,satisfied,1,premium,6.633043151371862,27.073600000000003,0,0,72.63
3923-CSIHK,Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.05,3444.85,1,Kisumu,0,urban,100.0,high,9,2761.1,216,0,1,5,1,8,satisfied,1,premium,51.8982518678968,67.36293333333333,0,1,70.0
5696-EXCYS,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,369.05,0,Malindi,1,rural,93.5,high,7,1317.9,256,0,0,3,0,4,dissatisfied,0,basic,5.989911543855056,59.6144,1,0,28.05
5795-KTGUD,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,0,Nairobi,0,urban,100.0,high,9,3923.6,112,0,1,2,0,6,neutral,1,unlimited,15.998832841931815,70.46293333333334,0,0,70.0
7120-RFMVS,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,1,Mombasa,0,urban,8.3,low,2,674.0,70,1,0,5,1,8,satisfied,1,premium,3.830211069387337,6.777333333333334,0,1,37.49
7924-GJZFI,Female,1,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.3,1813.1,0,Mombasa,0,urban,21.6,low,5,1182.6,101,0,0,5,1,4,dissatisfied,1,premium,33.3953317533254,16.1136,0,0,21.48
4702-HDRKD,Male,0,No,No,67,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,0,Kisumu,0,urban,68.6,high,9,3447.7,44,1,0,5,1,5,dissatisfied,1,standard,9.671301471334592,50.35386666666666,0,0,55.58
8512-WIWYV,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.35,707.5,0,Machakos,1,rural,60.0,medium,6,1825.7,143,0,0,4,1,6,neutral,1,basic,22.595274902075435,40.86853333333333,0,0,33.0
5897-ZYEKH,Female,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,105.6,7112.15,0,Nairobi,0,urban,100.0,high,8,3178.2,122,0,1,3,0,4,dissatisfied,1,unlimited,2.670986544503633,68.4752,0,0,70.0
5456-ITGIC,Male,1,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.45,4641.1,0,Nakuru,0,urban,100.0,high,14,3883.9,272,0,0,3,0,5,dissatisfied,1,premium,3.8908121186792965,70.35706666666667,0,0,45.0
7317-GGVPB,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.6,7690.9,1,Nairobi,0,urban,100.0,high,11,3610.2,229,0,1,2,0,7,neutral,1,unlimited,4.851442177945016,69.6272,0,0,70.0
1406-PUQVY,Male,0,No,Yes,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,0,Machakos,1,rural,95.4,high,13,0.0,334,0,0,5,1,2,dissatisfied,1,standard,16.525995089432286,57.24,1,0,43.620000000000005
1322-AGOQM,Male,0,No,No,46,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.3,1380.1,1,Nairobi,0,urban,36.0,medium,3,2641.6,292,0,0,3,0,4,dissatisfied,1,standard,14.189157744528485,28.644266666666667,0,0,25.799999999999997
3677-IYRBF,Female,1,No,No,2,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.4,78.65,1,Kisumu,0,urban,40.0,medium,3,412.8,317,0,0,5,1,7,satisfied,1,standard,8.609503432685148,25.1008,0,0,27.0
5692-FPTAH,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.4,45.4,1,Thika,0,urban,11.5,low,1,0.0,221,0,0,5,1,6,neutral,0,standard,5.120198539604196,6.8999999999999995,0,0,3.4499999999999997
9114-AAFQH,Female,0,Yes,No,48,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,65.65,3094.65,0,Thika,0,urban,100.0,high,11,2958.3,239,0,0,2,0,9,satisfied,1,premium,2.527019988120644,67.8888,0,0,45.0
8715-KKTFG,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,0,Kisumu,0,urban,100.0,high,10,3118.6,266,0,1,4,1,10,satisfied,1,unlimited,26.011539257750908,68.31626666666666,0,1,70.0
1550-LOAHA,Female,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,1,Mombasa,0,urban,81.0,high,7,1600.3,59,1,0,5,1,9,satisfied,0,premium,3.5887166687005125,52.867466666666665,0,1,44.3
1728-BQDMA,Female,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.45,82.7,0,Mombasa,0,urban,56.9,medium,7,301.9,286,0,0,5,1,4,dissatisfied,1,standard,19.89275118608323,34.94506666666667,0,0,32.07
0268-QKIWO,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,58.85,1,Mombasa,0,urban,100.0,high,18,473.5,220,0,0,5,1,7,neutral,1,basic,2.0010001752620994,61.26266666666667,0,0,45.0
0876-WDUUZ,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,1,Nairobi,0,urban,51.5,medium,12,299.8,188,0,1,5,1,5,dissatisfied,1,premium,13.0920075052017,31.699466666666666,0,1,55.45
5117-ZSMHQ,Female,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,0,Kisumu,0,urban,56.3,medium,3,3352.8,79,1,0,3,0,9,satisfied,1,premium,54.02637267119624,42.7208,0,0,51.89
5151-HQRDG,Male,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,55.05,2030.75,0,Mombasa,0,urban,52.5,medium,3,2155.1,37,1,1,4,1,6,neutral,1,standard,20.215123331646993,37.24693333333333,0,0,75.75
0960-HUWBM,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,0,Mombasa,0,urban,32.5,medium,2,3121.2,136,0,1,4,1,5,dissatisfied,1,unlimited,13.479001563530838,27.8232,0,1,49.75
6465-GSRCL,Female,0,No,Yes,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.6,7244.7,0,Uasin Gishu,0,urban,69.9,high,4,3947.2,224,0,1,3,0,7,neutral,1,unlimited,41.85851494329734,52.46586666666667,0,0,60.97
0617-FHSGK,Male,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.2,3678.3,1,Machakos,1,rural,74.5,high,10,2269.4,241,0,0,4,1,4,dissatisfied,1,premium,5.752839714029865,50.75173333333333,1,1,37.349999999999994
